Product_Name,Category_Name,HW_RMSE,Naive_RMSE,Model_Status
Travel_Accessories_Item_009,Travel_Accessories,715.02,528.07,UNSTABLE
Travel_Accessories_Item_010,Travel_Accessories,181.91,140.61,UNSTABLE
Travel_Accessories_Item_011,Travel_Accessories,11.71,2.45,UNSTABLE
Travel_Accessories_Item_012,Travel_Accessories,253.97,136.69,UNSTABLE
Travel_Accessories_Item_013,Travel_Accessories,190.78,27.82,UNSTABLE
Travel_Accessories_Item_014,Travel_Accessories,207.56,209.01,OK
Travel_Accessories_Item_015,Travel_Accessories,35.26,35.58,OK
Travel_Accessories_Item_016,Travel_Accessories,458.84,411.27,UNSTABLE
Travel_Accessories_Item_017,Travel_Accessories,338.7,206.79,UNSTABLE
Travel_Accessories_Item_018,Travel_Accessories,163.56,76.92,UNSTABLE
Travel_Accessories_Item_019,Travel_Accessories,42.7,50.62,OK
Travel_Accessories_Item_020,Travel_Accessories,141.21,181.87,OK
Travel_Accessories_Item_021,Travel_Accessories,25.44,27.39,OK
Travel_Accessories_Item_022,Travel_Accessories,226.55,195.91,UNSTABLE
Travel_Accessories_Item_023,Travel_Accessories,2020.33,3964.12,OK
Travel_Accessories_Item_024,Travel_Accessories,159.47,192.25,OK
Travel_Accessories_Item_025,Travel_Accessories,50.68,30.98,UNSTABLE
Travel_Accessories_Item_026,Travel_Accessories,164.58,164.12,UNSTABLE
Travel_Accessories_Item_027,Travel_Accessories,575.15,824.69,OK
Travel_Accessories_Item_028,Travel_Accessories,56.15,50.97,UNSTABLE
Travel_Accessories_Item_029,Travel_Accessories,54.11,69.84,OK
Travel_Accessories_Item_030,Travel_Accessories,102.37,72.08,UNSTABLE
Travel_Accessories_Item_031,Travel_Accessories,77.3,62.55,UNSTABLE
Travel_Accessories_Item_032,Travel_Accessories,118.49,103.66,UNSTABLE
Travel_Accessories_Item_033,Travel_Accessories,277.73,868.94,OK
Travel_Accessories_Item_034,Travel_Accessories,919.54,113.79,UNSTABLE
Travel_Accessories_Item_035,Travel_Accessories,96.49,103.17,OK
Travel_Accessories_Item_036,Travel_Accessories,44.38,74.05,OK
Travel_Accessories_Item_037,Travel_Accessories,93.96,71.54,UNSTABLE
Travel_Accessories_Item_038,Travel_Accessories,67.18,16.61,UNSTABLE
Travel_Accessories_Item_039,Travel_Accessories,96.4,50.85,UNSTABLE
Travel_Accessories_Item_040,Travel_Accessories,40.73,379.28,OK
Travel_Accessories_Item_041,Travel_Accessories,22.88,11.22,UNSTABLE
Travel_Accessories_Item_042,Travel_Accessories,43.93,60.25,OK
Travel_Accessories_Item_043,Travel_Accessories,10.28,7.35,UNSTABLE
Travel_Accessories_Item_044,Travel_Accessories,12.1,13.86,OK
Travel_Accessories_Item_045,Travel_Accessories,31.43,47.07,OK
Travel_Accessories_Item_046,Travel_Accessories,28.35,21.15,UNSTABLE
Travel_Accessories_Item_047,Travel_Accessories,2.34,6.48,OK
Travel_Accessories_Item_048,Travel_Accessories,2.31,2.16,UNSTABLE
Travel_Accessories_Item_049,Travel_Accessories,29078.52,32516.66,OK
