date,forecast_units_sold,lower_ci,upper_ci,is_festival,is_holiday
2019-04-23,2.2746358241356277,-9.159067115946545,13.7083387642178,0,0
2019-04-24,2.274122707884058,-9.160286544295,13.708531960063114,0,0
2019-04-25,2.2736097073821324,-9.16150549467034,13.708724909434604,0,0
2019-04-26,2.2730968226037405,-9.162723967309475,13.708917612516956,0,0
2019-04-27,2.2725840535227766,-9.163941962449151,13.709110069494706,0,0
2019-04-28,2.2720714001131417,-9.165159480325968,13.70930228055225,0,0
2019-04-29,2.2715588623487424,-9.166376521176355,13.70949424587384,0,0
2019-04-30,2.271046440203491,-9.167593085236593,13.709685965643576,0,0
2019-05-01,2.2705341336513065,-9.168809172742804,13.709877440045418,0,0
2019-05-02,2.270021942666113,-9.170024783930959,13.710068669263183,0,0
2019-05-03,2.269509867221841,-9.17123991903686,13.710259653480541,0,0
2019-05-04,2.268997907292426,-9.172454578296168,13.710450392881022,0,0
2019-05-05,2.2684860628518098,-9.173668761944377,13.710640887647997,0,0
2019-05-06,2.2679743338739407,-9.174882470216831,13.710831137964712,0,0
2019-05-07,2.2674627203327726,-9.176095703348716,13.711021144014262,0,0
2019-05-08,2.2669512222022647,-9.17730846157506,13.71121090597959,0,0
2019-05-09,2.2664398394563827,-9.178520745130744,13.711400424043507,0,0
2019-05-10,2.265928572069098,-9.179732554250482,13.711589698388678,0,0
2019-05-11,2.2654174200143875,-9.180943889168839,13.711778729197613,0,0
2019-05-12,2.2649063832662346,-9.18215475012023,13.711967516652699,0,0
2019-05-13,2.2643954617986277,-9.183365137338908,13.712156060936165,0,0
2019-05-14,2.2638846555855623,-9.184575051058973,13.712344362230096,0,0
2019-05-15,2.2633739646010387,-9.185784491514369,13.712532420716446,0,0
2019-05-16,2.2628633888190635,-9.186993458938892,13.712720236577018,0,0
2019-05-17,2.262352928213649,-9.188201953566175,13.712907809993471,0,0
2019-05-18,2.261842582758814,-9.189409975629701,13.713095141147328,0,0
2019-05-19,2.2613323524285818,-9.190617525362804,13.713282230219967,0,0
2019-05-20,2.260822237196983,-9.191824602998652,13.713469077392618,0,0
2019-05-21,2.2603122370380535,-9.193031208770272,13.71365568284638,0,0
2019-05-22,2.259802351925835,-9.194237342910528,13.713842046762197,0,0
2019-05-23,2.2592925818343743,-9.195443005652136,13.714028169320885,0,0
2019-05-24,2.2587829267377257,-9.196648197227656,13.71421405070311,0,0
