Product_Name,Category_Name,Forecast_Month,Forecast_Demand,Model
Automotive_Item_014,Automotive,2017-07-01,3.0,Prophet_Product
Automotive_Item_014,Automotive,2017-08-01,57.0,Prophet_Product
Automotive_Item_014,Automotive,2017-09-01,1.0,Prophet_Product
Automotive_Item_014,Automotive,2017-10-01,4.0,Prophet_Product
Automotive_Item_014,Automotive,2017-11-01,35.0,Prophet_Product
Automotive_Item_014,Automotive,2017-12-01,42.0,Prophet_Product
Automotive_Item_015,Automotive,2016-12-01,1550.0,Prophet_Product
Automotive_Item_015,Automotive,2017-01-01,1851.0,Prophet_Product
Automotive_Item_015,Automotive,2017-02-01,1659.0,Prophet_Product
Automotive_Item_015,Automotive,2017-03-01,1286.0,Prophet_Product
Automotive_Item_015,Automotive,2017-04-01,851.0,Prophet_Product
Automotive_Item_015,Automotive,2017-05-01,836.0,Prophet_Product
Automotive_Item_015,Automotive,2017-06-01,1475.0,Prophet_Product
Automotive_Item_015,Automotive,2017-07-01,1290.0,Prophet_Product
Automotive_Item_015,Automotive,2017-08-01,1319.0,Prophet_Product
Automotive_Item_015,Automotive,2017-09-01,1406.0,Prophet_Product
Automotive_Item_015,Automotive,2017-10-01,1995.0,Prophet_Product
Automotive_Item_015,Automotive,2017-11-01,2282.0,Prophet_Product
Automotive_Item_016,Automotive,2016-12-01,2007.0,Prophet_Product
Automotive_Item_016,Automotive,2017-01-01,2046.0,Prophet_Product
Automotive_Item_016,Automotive,2017-02-01,2274.0,Prophet_Product
Automotive_Item_016,Automotive,2017-03-01,1617.0,Prophet_Product
Automotive_Item_016,Automotive,2017-04-01,622.0,Prophet_Product
Automotive_Item_016,Automotive,2017-05-01,443.0,Prophet_Product
Automotive_Item_016,Automotive,2017-06-01,1199.0,Prophet_Product
Automotive_Item_016,Automotive,2017-07-01,476.0,Prophet_Product
Automotive_Item_016,Automotive,2017-08-01,404.0,Prophet_Product
Automotive_Item_016,Automotive,2017-09-01,1031.0,Prophet_Product
Automotive_Item_016,Automotive,2017-10-01,1446.0,Prophet_Product
Automotive_Item_016,Automotive,2017-11-01,1062.0,Prophet_Product
Automotive_Item_017,Automotive,2016-11-01,1449.0,Prophet_Product
Automotive_Item_017,Automotive,2016-12-01,165.0,Prophet_Product
Automotive_Item_017,Automotive,2017-01-01,0.0,Prophet_Product
Automotive_Item_017,Automotive,2017-02-01,937.0,Prophet_Product
Automotive_Item_017,Automotive,2017-03-01,2355.0,Prophet_Product
Automotive_Item_017,Automotive,2017-04-01,69.0,Prophet_Product
Automotive_Item_017,Automotive,2017-05-01,526.0,Prophet_Product
Automotive_Item_017,Automotive,2017-06-01,138.0,Prophet_Product
Automotive_Item_017,Automotive,2017-07-01,0.0,Prophet_Product
Automotive_Item_017,Automotive,2017-08-01,0.0,Prophet_Product
Automotive_Item_017,Automotive,2017-09-01,814.0,Prophet_Product
Automotive_Item_017,Automotive,2017-10-01,0.0,Prophet_Product
Automotive_Item_018,Automotive,2017-01-01,14.0,Prophet_Product
Automotive_Item_018,Automotive,2017-02-01,10.0,Prophet_Product
Automotive_Item_018,Automotive,2017-03-01,8.0,Prophet_Product
Automotive_Item_018,Automotive,2017-04-01,10.0,Prophet_Product
Automotive_Item_018,Automotive,2017-05-01,4.0,Prophet_Product
Automotive_Item_018,Automotive,2017-06-01,7.0,Prophet_Product
Automotive_Item_018,Automotive,2017-07-01,1.0,Prophet_Product
Automotive_Item_018,Automotive,2017-08-01,3.0,Prophet_Product
