date,product_category,units_sold,day_of_week,week_of_year,month,year,is_weekend,is_holiday,holiday_name,is_festival,festival_name
2017-06-12,health_beauty,6.0,0,24,6,2017,0,0,No_Holiday,0,None
2017-06-13,health_beauty,9.0,1,24,6,2017,0,0,No_Holiday,0,None
2017-06-14,health_beauty,9.0,2,24,6,2017,0,0,No_Holiday,0,None
2017-06-15,health_beauty,4.0,3,24,6,2017,0,0,No_Holiday,0,None
2017-06-16,health_beauty,7.0,4,24,6,2017,0,0,No_Holiday,0,None
2017-06-17,health_beauty,9.0,5,24,6,2017,1,0,No_Holiday,0,None
2017-06-18,health_beauty,8.0,6,24,6,2017,1,0,No_Holiday,0,None
2017-06-19,health_beauty,14.0,0,25,6,2017,0,0,No_Holiday,0,None
2017-06-20,health_beauty,11.0,1,25,6,2017,0,0,No_Holiday,0,None
2017-06-21,health_beauty,3.0,2,25,6,2017,0,0,No_Holiday,0,None
2017-06-22,health_beauty,7.0,3,25,6,2017,0,0,No_Holiday,0,None
2017-06-23,health_beauty,10.0,4,25,6,2017,0,0,No_Holiday,0,None
2017-06-24,health_beauty,5.0,5,25,6,2017,1,0,No_Holiday,0,None
2017-06-25,health_beauty,9.0,6,25,6,2017,1,0,No_Holiday,0,None
2017-06-26,health_beauty,7.0,0,26,6,2017,0,0,No_Holiday,0,None
2017-06-27,health_beauty,10.0,1,26,6,2017,0,0,No_Holiday,0,None
2017-06-28,health_beauty,12.0,2,26,6,2017,0,0,No_Holiday,0,None
2017-06-29,health_beauty,8.0,3,26,6,2017,0,0,No_Holiday,0,None
2017-06-30,health_beauty,9.0,4,26,6,2017,0,0,No_Holiday,0,None
2017-07-01,health_beauty,7.0,5,26,7,2017,1,0,No_Holiday,0,None
2017-07-02,health_beauty,8.0,6,26,7,2017,1,0,No_Holiday,0,None
2017-07-03,health_beauty,4.0,0,27,7,2017,0,0,No_Holiday,0,None
2017-07-04,health_beauty,10.0,1,27,7,2017,0,0,No_Holiday,0,None
2017-07-05,health_beauty,9.0,2,27,7,2017,0,0,No_Holiday,0,None
2017-07-06,health_beauty,10.0,3,27,7,2017,0,0,No_Holiday,0,None
2017-07-07,health_beauty,9.0,4,27,7,2017,0,0,No_Holiday,0,None
2017-07-08,health_beauty,12.0,5,27,7,2017,1,0,No_Holiday,0,None
2017-07-09,health_beauty,7.0,6,27,7,2017,1,0,No_Holiday,0,None
2017-07-10,health_beauty,12.0,0,28,7,2017,0,0,No_Holiday,0,None
2017-07-11,health_beauty,6.0,1,28,7,2017,0,0,No_Holiday,0,None
2017-07-12,health_beauty,13.0,2,28,7,2017,0,0,No_Holiday,0,None
2017-07-13,health_beauty,8.0,3,28,7,2017,0,0,No_Holiday,0,None
2017-07-14,health_beauty,12.0,4,28,7,2017,0,0,No_Holiday,0,None
2017-07-15,health_beauty,9.0,5,28,7,2017,1,0,No_Holiday,0,None
2017-07-16,health_beauty,30.0,6,28,7,2017,1,0,No_Holiday,0,None
2017-07-17,health_beauty,15.0,0,29,7,2017,0,0,No_Holiday,0,None
2017-07-18,health_beauty,12.0,1,29,7,2017,0,0,No_Holiday,0,None
2017-07-19,health_beauty,14.0,2,29,7,2017,0,0,No_Holiday,0,None
2017-07-20,health_beauty,10.0,3,29,7,2017,0,0,No_Holiday,0,None
2017-07-21,health_beauty,7.0,4,29,7,2017,0,0,No_Holiday,0,None
2017-07-22,health_beauty,5.0,5,29,7,2017,1,0,No_Holiday,0,None
2017-07-23,health_beauty,6.0,6,29,7,2017,1,0,No_Holiday,0,None
2017-07-24,health_beauty,10.0,0,30,7,2017,0,0,No_Holiday,0,None
2017-07-25,health_beauty,12.0,1,30,7,2017,0,0,No_Holiday,0,None
2017-07-26,health_beauty,7.0,2,30,7,2017,0,0,No_Holiday,0,None
2017-07-27,health_beauty,8.0,3,30,7,2017,0,0,No_Holiday,0,None
2017-07-28,health_beauty,13.0,4,30,7,2017,0,0,No_Holiday,0,None
2017-07-29,health_beauty,7.0,5,30,7,2017,1,0,No_Holiday,0,None
2017-07-30,health_beauty,8.0,6,30,7,2017,1,0,No_Holiday,0,None
2017-07-31,health_beauty,8.0,0,31,7,2017,0,0,No_Holiday,0,None
2017-08-01,health_beauty,20.0,1,31,8,2017,0,0,No_Holiday,0,None
2017-08-02,health_beauty,16.0,2,31,8,2017,0,0,No_Holiday,0,None
2017-08-03,health_beauty,11.0,3,31,8,2017,0,0,No_Holiday,0,None
2017-08-04,health_beauty,7.0,4,31,8,2017,0,0,No_Holiday,0,None
2017-08-05,health_beauty,7.0,5,31,8,2017,1,0,No_Holiday,0,None
2017-08-06,health_beauty,8.0,6,31,8,2017,1,0,No_Holiday,0,None
2017-08-07,health_beauty,13.0,0,32,8,2017,0,0,No_Holiday,0,None
2017-08-08,health_beauty,7.0,1,32,8,2017,0,0,No_Holiday,0,None
2017-08-09,health_beauty,7.0,2,32,8,2017,0,0,No_Holiday,0,None
2017-08-10,health_beauty,14.0,3,32,8,2017,0,0,No_Holiday,0,None
2017-08-11,health_beauty,8.0,4,32,8,2017,0,0,No_Holiday,0,None
2017-08-12,health_beauty,10.0,5,32,8,2017,1,0,No_Holiday,0,None
2017-08-13,health_beauty,8.0,6,32,8,2017,1,0,No_Holiday,0,None
2017-08-14,health_beauty,15.0,0,33,8,2017,0,0,No_Holiday,0,None
2017-08-15,health_beauty,16.0,1,33,8,2017,0,0,No_Holiday,0,None
